328.563	122.0
328.895	128.0
329.227	126.0
329.559	123.0
329.892	126.0
330.224	128.0
330.556	124.0
330.888	124.0
331.220	120.0
331.553	130.0
331.885	124.0
332.217	125.0
332.550	129.0
332.882	122.0
333.215	127.0
333.547	127.0
333.880	124.0
334.212	125.0
334.545	123.0
334.878	129.0
335.210	123.0
335.543	127.0
335.876	128.0
336.209	127.0
336.541	128.0
336.874	129.0
337.207	123.0
337.540	128.0
337.873	127.0
338.206	128.0
338.539	126.0
338.872	131.0
339.205	128.0
339.538	128.0
339.872	130.0
340.205	127.0
340.538	128.0
340.871	127.0
341.205	124.0
341.538	130.0
341.871	127.0
342.205	126.0
342.538	126.0
342.872	125.0
343.205	129.0
343.539	131.0
343.872	128.0
344.206	129.0
344.540	129.0
344.873	127.0
345.207	131.0
345.541	128.0
345.875	131.0
346.208	128.0
346.542	130.0
346.876	129.0
347.210	125.0
347.544	131.0
347.878	130.0
348.212	131.0
348.546	127.0
348.880	126.0
349.214	128.0
349.549	135.0
349.883	131.0
350.217	131.0
350.551	132.0
350.886	130.0
351.220	133.0
351.554	129.0
351.889	131.0
352.223	129.0
352.558	128.0
352.892	133.0
353.227	130.0
353.561	134.0
353.896	132.0
354.231	134.0
354.565	129.0
354.900	128.0
355.235	126.0
355.569	128.0
355.904	135.0
356.239	133.0
356.574	128.0
356.909	127.0
357.244	130.0
357.579	127.0
357.914	132.0
358.249	133.0
358.584	132.0
358.919	132.0
359.254	128.0
359.590	129.0
359.925	128.0
360.260	137.0
360.595	128.0
360.931	134.0
361.266	132.0
361.601	131.0
361.937	134.0
362.272	134.0
362.608	130.0
362.943	132.0
363.279	133.0
363.614	131.0
363.950	135.0
364.286	130.0
364.621	127.0
364.957	132.0
365.293	130.0
365.629	129.0
365.965	135.0
366.300	127.0
366.636	128.0
366.972	128.0
367.308	125.0
367.644	134.0
367.980	127.0
368.316	130.0
368.652	131.0
368.989	134.0
369.325	127.0
369.661	129.0
369.997	128.0
370.333	129.0
370.670	131.0
371.006	127.0
371.342	128.0
371.679	126.0
372.015	131.0
372.352	130.0
372.688	126.0
373.025	131.0
373.361	134.0
373.698	130.0
374.035	127.0
374.371	131.0
374.708	135.0
375.045	133.0
375.381	129.0
375.718	133.0
376.055	131.0
376.392	128.0
376.729	131.0
377.066	130.0
377.403	132.0
377.740	130.0
378.077	131.0
378.414	129.0
378.751	130.0
379.088	130.0
379.425	127.0
379.762	130.0
380.100	126.0
380.437	129.0
380.774	130.0
381.112	128.0
381.449	128.0
381.786	131.0
382.124	130.0
382.461	129.0
382.799	134.0
383.136	130.0
383.474	127.0
383.811	130.0
384.149	130.0
384.487	131.0
384.824	132.0
385.162	131.0
385.500	128.0
385.838	136.0
386.176	132.0
386.513	130.0
386.851	129.0
387.189	131.0
387.527	137.0
387.865	132.0
388.203	126.0
388.541	131.0
388.879	131.0
389.217	133.0
389.556	132.0
389.894	131.0
390.232	128.0
390.570	129.0
390.908	130.0
391.247	137.0
391.585	135.0
391.924	135.0
392.262	131.0
392.600	132.0
392.939	132.0
393.277	131.0
393.616	130.0
393.954	129.0
394.293	128.0
